"project_id","Activity Created By","Activity Created On","Activity Updated By","Activity Updated On","Objective","Organizations and Project ID","Project Description","Executing Sector","Original Completion Date","Proposed Completion Date","Proposed Start Date","Donor Commitment Date","Donor Group","Donor Type","Funding Organization Id","Type Of Assistance","Primary Sector Sub-Sector","Primary Sector Sub-Sub-Sector","Secondary Sector","Secondary Sector Sub-Sector","Tertiary Sector","Responsible Organization","Executing Agency","Executing Agency Groups","Contracting Agency","Contracting Agency Acronym","Beneficiary Agency","Beneficiary Agency Groups","Final Date for Contracting","Mancomunidad","Implementation Level","Region","Zone","SIAFI Code","Total Costs"
"87171125218","Mario Zavala (mzavala@seplan.gob.hn)","12/10/2012","Mario Zavala (mzavala@seplan.gob.hn)","20/09/2013","Los fondos provenientes del préstamo serán utilizados por el prestatario para financiar parcialmente la ejecución del proyecto ""Ampliación y Mejoramiento de la Carretera CA-5 Segmento I y II (Sección 2A)""","2098 (Banco Centroamericano de Integración Económica)","La Carretera CA-5 en su totalidad consta de 294 kilómetros de extensión, está carretera lleva la mayoría del tráfico de importaciones y exportaciones del País que corresponde a un 23% del volumen del tráfico. La parte financiada por el BCIE en este Proyecto carretero está dividido en dos segmentos: i) segmento I que incluye la Sección 1, 2, 2A e Interconector y ii) segmento II que incluye la Sección 3 y 4.   La nueva solicitud de fondos presentada por la República de Honduras a través de la SEFIN, será destinada a la construcción de la Sección 2A de la Carretera CA-5, este tramo de la carretera se encuentra ubicado en el departamento de Comayagua entre las estaciones 57+644 y 62+439, cuenta con una longitud de 4.8 Km comenzando en el inicio del Valle de Comayagua y finalizando en el desvío de Villa de San Antonio.   La obra diseñada, revisada y actualizada para la Sección 2A, consiste en la ampliación de la calzada existente de dos carriles (uno en cada sentido) a una calzada de dos trochas con dos carriles de 3.60 m cada una, separadas por una mediana de 1.20 m, de manera que el alcance de las obras de esta Sección sea acorde con los tramos de carretera aledaños para generar una adecuada conectividad.   El financiamiento solicitado (por US$ 18,200.0 miles) incluye la supervisión de las obras, trabajos de mejoramiento, ampliación a 4 carriles, construcción de un nuevo puente y los costos asociados al reasentamiento identificado en dicha Sección 2A.","Autoadministrado por Socio al Desarrollo","","","","01/01/2012","Organismo Internacional","Multilateral","2098","Crédito","21020 - Transporte de camino"," ","2 - COMUNICACIONES Y ENERGÍA","21 - Vialidad"," ","Banco Centroamericano de Integración Económica","Cuenta de Desafio del Milenio - Honduras","Gobierno"," "," "," "," ",""," ","Sub-national"," - R02 - Valle de Comayagua
 - R16 - Región de Santa Bárbara"," - Ajuterique
 - Comayagua
 - El Rosario
 - Esquías
 - Humuya
 - La Libertad
 - La Trinidad
 - Lamaní
 - Las Lajas
 - Lejamaní
 - Meámbar
 - Minas de Oro
 - Ojos de Agua
 - San Jerónimo
 - San José de Comayagua
 - San José del Potrero
 - San Luis
 - San Sebastián
 - Siguatepeque
 - Taulabé
 - Villa de San Antonio","","0"
"87171363905"," ","27/07/2012","Mario Zavala (mzavala@seplan.gob.hn)","20/09/2013","","2069 (Banco Centroamericano de Integración Económica)","","Sector Público","","","01/01/2012","01/01/2012","Organismo Internacional","Multilateral","2069","Crédito","114 - Educación postsecundaria"," ","1 - PROMOCIÓN Y PROTECCIÓN HUMANA"," - 12 - Educación y Cultura
 - 16 - Infraestructura Social"," ","Banco Centroamericano de Integración Económica","Universidad Nacional de Agricultura","Gobierno"," "," ","Universidad Nacional de Agricultura","Gobierno",""," ","Sub-national","R08 - Valles de Olancho","Catacamas","","5100000"
"BCIE006","ATL ATL (atl@amp.org)","20/03/2012","Mario Zavala (mzavala@seplan.gob.hn)","23/09/2013","Promover el desarrollo del país uniendo las rutas CA-5 y CA-1, facilitando una alternativas entre los litorales Atlántico y Pacífico al evitar el paso por Tegucigalpa, con un ahorro en distancia de 100 Kms. Mejorar el acceso a servicios de agua segura y saneamiento básico a la población rural y urbana marginal del país, de manera eficiente y sostenible.","1987 (Banco Centroamericano de Integración Económica)","La sección I está dividida en dos (2) secciones: La sección I-A tiene una longitud de 19.72 Km, consta de un (1) puente, tres cajas y un paso a desnivel ubicado en los Mangos en la Carretera del Norte CA-5, con una longitud de 60 metros y acceso a Lamaní con una longitud de 1 km. La sección I-B tiene una longitud de 29.90 kms de la EST.20+000 A EST. 54+860 y comprende además de la carretera principal, el acceso a Aguantequerique, la construcción de 11 cajas y estructuras de puentes entre los cuales mencionamos el puente sobre el Río Naranjo, puente sobre el Río San Juan y puente sobre el Río Tumballa.","Sector Público","","21/12/2013","13/07/2010","13/07/2010","Organismo Internacional","Multilateral","1987"," - Crédito
 - Donación / No reembolsable","21020 - Transporte de camino"," ","2 - COMUNICACIONES Y ENERGÍA","21 - Vialidad"," ","Banco Centroamericano de Integración Económica","Secretaría de Obras Públicas, Transporte y Vivienda","Gobierno"," "," "," "," ",""," ","Sub-national"," - R02 - Valle de Comayagua
 - R12 - Región Centro
 - R13 - Golfo de Fonseca"," - Choluteca
 - Comayagua
 - La Paz
 - Nacaome
 - San Antonio de Oriente
 - San Lorenzo
 - Siguatepeque","BIP 140005160100","29000000"
"BCIE001","ATL ATL (atl@amp.org)","20/03/2012","Mario Zavala (mzavala@seplan.gob.hn)","23/09/2013","Promover la inversión privada y mejorar las condiciones de vida de los pobladores aledañas de la Bahía de Tela, a través del financiamiento del 52% de la infraestructura del proyecto Los Micos Beachand Golf Resort y otras comunidades de Miami y Tornabé.","1710 (Banco Centroamericano de Integración Económica)","Dotar al país de un elemento capaz de consolidar su oferta turistica y que como su principal polo rector actúe asimismo como centro redistrubuidor de corrientes turisticas hacia el resto de destino del país. Consistió en las siguientes actividades:   Pavimentación de vía proncipal y secundarias a los poblados de Miami y Tornabé, Abastecimiento de agua potable, Sistema de disposición de aguas residuales, Sistema eléctrico, Sistema de drenaje pluvial, sistema de disposición de desechos sólidos.","Sector Público","","21/09/2010","09/12/2005","09/12/2005","Organismo Internacional","Multilateral","1710"," - Crédito
 - Donación / No reembolsable","410 - Protección del medio ambiente general"," ","3 - AGROFORESTAL Y TURISMO"," - 32 - Recursos Forestal y Ambiente
 - 33 - Actividad Turistica"," ","Banco Centroamericano de Integración Económica","Secretaría de Turismo","Gobierno"," "," "," "," ",""," ","Sub-national","R01 - Valle de Sula","Tela","","7000000"
"87171125255","Mario Zavala (mzavala@seplan.gob.hn)","15/10/2012","Mario Zavala (mzavala@seplan.gob.hn)","23/09/2013","Contribuir en la reducción de la pobreza en las zonas rurales y marginales, mejorando el acceso equitativo, seguro y sostenible del servicio de energía eléctrica y apoyando la generación de empleos e ingresos, así como el acceso a otros servicios básicos de la población rural, bajo mecanismos participativos de las comunidades. Objetivos Específicos: a) Conectar al Sistema Interconectado Nacional 200 comunidades rurales y urbano marginales, beneficiando aproximadamente 75,041 habitantes. b) Dotar de servicio de energía eléctrica a 14,431 nuevos abonados. c) Garantizar el suministro de energía eléctrica en forma confiable y/o continua, como medios de promover el desarrollo socio-económico de los nuevos usuarios del proyecto.","1723 (Banco Centroamericano de Integración Económica)","El proyecto tiene como propósito primordial el suministro de energía a 173 comunidades del país, distribuidos en 145 poblaciones rurales, aldeas, caseríos y 55 centros marginales, colonias, barrios de las ciudades y  municipios del país; desarrollándose parcialmente en 15 departamentos con una cobertura nacional para beneficiar 75,041 habitantes y 14,431 nuevos usuarios y viviendas.  Las comunidades del proyecto se caracterizan por su cercanía a la infraestructura eléctrica existente; no obstante, los costos de proveer el servicio eléctrico en el sector rural son altos en comparación con los bajos  consumos de energía de los usuarios, caso contrario ocurre con la demanda de los consumidores urbano-marginales, cuyos consumos son más altos y los costos de inversión son menores.  Dentro del Sistema Interconectado Nacional (SIN), el proyecto implica ampliaciones de líneas de media tensión en comunidades rurales, más extensiones de ramales y derivaciones de líneas de distribución en todos los  centros poblados de los distintos circuitos existentes en el SIN."," ","","01/10/2009","01/10/2007","01/10/2007","Organismo Internacional","Multilateral","1723","Crédito"," "," ","2 - COMUNICACIONES Y ENERGÍA","23 - Energía","GENERACIÓN DE EMPLEO","Banco Centroamericano de Integración Económica","Empresa Nacional de Energía Eléctrica","Gobierno"," "," "," "," ",""," ","Sub-national"," - R01 - Valle de Sula
 - R02 - Valle de Comayagua
 - R03 - Occidente
 - R05 - Valle de Aguán
 - R06 - Cordillera Nombre de Dios
 - R07 - Norte de olancho
 - R08 - Valles de Olancho
 - R11 - El Paraíso
 - R12 - Región Centro
 - R13 - Golfo de Fonseca
 - R14 - Región Lempa
 - R16 - Región de Santa Bárbara"," - Ajuterique
 - Cabañas
 - Catacamas
 - Cedros
 - Choloma
 - Choluteca
 - Comayagua
 - Concepción de Maria
 - Concepción del Norte
 - Concordia
 - Copán Ruinas
 - Corquín
 - Danlí
 - Distrito Central
 - El Paraíso
 - El Porvenir
 - El Progreso
 - Goascorán
 - Guaimaca
 - Gualaco
 - Guayape
 - Ilama
 - Jesús de Otoro
 - Jocón
 - Juticalpa
 - La Jigua
 - La Labor
 - La Paz
 - Lamaní
 - Lejamaní
 - Manto
 - Morazán
 - Nacaome
 - Namasigue
 - Nueva Arcadia
 - Ocotepeque
 - Ojojona
 - Olanchito
 - Orocuina
 - Pespire
 - Pimienta
 - Protección
 - Salamá
 - San Antonio de Cortés
 - San Francisco de La Paz
 - San Francisco de Yojoa
 - San Jerónimo
 - San Lorenzo
 - San Marcos
 - San Pedro de Copán
 - Santa Bárbara
 - Santa Rosa de Copán
 - Siguatepeque
 - Silca
 - Sonaguera
 - Talanga
 - Tatumbla
 - Trinidad
 - Trujillo
 - Valle de Angeles
 - Villa de San Antonio
 - Villanueva
 - Yorito
 - Yoro
 - Yuscarán","BIP0071000437","10072463.49"
"87171122310","Mario Zavala (mzavala@seplan.gob.hn)","02/07/2012","Mario Zavala (mzavala@seplan.gob.hn)","24/09/2013","","Award 00062813 (Programa de las Naciones Unidas para el Desarrollo)","Un efectivo sistema de información de recuperación temprana en sitio.","Autoadministrado por Socio al Desarrollo","","","01/11/2011","01/11/2011","Naciones Unidas","Multilateral","Award 00062813","Donación / No reembolsable","16050 - Ayuda multisectora para los servicios sociales básicos"," ","1 - PROMOCIÓN Y PROTECCIÓN HUMANA","14 - Protección Social"," ","Programa de las Naciones Unidas para el Desarrollo","Programa de las Naciones Unidas para el Desarrollo","Naciones Unidas"," "," "," "," ",""," ","Sub-national","R13 - Golfo de Fonseca"," ","","67121.67"
"87171363931"," ","30/07/2012","Mario Zavala (mzavala@seplan.gob.hn)","24/09/2013","Participar en capital de riesgo y financiamiento de proyectos productivos, particularmente pero no limitado a ello, en proyectos de generación de energía renovable del sector público o privado.","2075 (Banco Centroamericano de Integración Económica)","Este financiamiento, por US$300.0 millones, sería destinado a la cancelación de bonos emitidos por el Gobierno de Honduras, cuyos tenedores son los institutos de pensiones públicos (específicamente IPM e INJUPEMP), convirtiendo de esta manera parte de su pasivo interno de corto plazo en deuda externa de largo plazo. Los fondos que se paguen a estos Institutos serán depositados en un Fondo de Inversión para que éste a su vez los invierta en proyectos productivos privados y públicos, principalmente de energía renovable (estimándose que un 80% de los recursos serían invertidos en este sector), logrando destinar recursos de ahorro interno para la ejecución de proyectos que contribuyan al desarrollo económico del país.","Sector Público","","","","28/06/2013","Organismo Internacional","Multilateral","2075","Crédito"," - 60010 - Acción referente a deuda
 - 60061 - Deuda para el intercambio del desarrollo"," "," - 1 - PROMOCIÓN Y PROTECCIÓN HUMANA
 - 2 - COMUNICACIONES Y ENERGÍA"," - 16 - Infraestructura Social
 - 23 - Energía"," ","Banco Centroamericano de Integración Económica","Secretaría de Finanzas","Gobierno"," "," "," "," ",""," ","Country/National"," "," ","","300000000"
"BCIE025","ATL ATL (atl@amp.org)","20/03/2012","Mario Zavala (mzavala@seplan.gob.hn)","24/09/2013","Dotar a las comunidades beneficiarias de infraestructura básica, contribuir al desarrollo integral de los jóvenes, creación de espacios de espacimiento y diversión y alejándolos de las drogas, el alcohol y las asociaciones ilícitas como ser las maras o pandillas.","1649 (Banco Centroamericano de Integración Económica)","Consiste en la construcción de 57 canchas deportivas, además de rehabilitar la cancha del Birichiche de Tegucigalpa y de financiar un componente de capacitación la práctica de fútbol.","Sector Público","31/12/2011","31/12/2011","20/05/2004","20/05/2004","Organismo Internacional","Multilateral","1649"," - Crédito
 - Donación / No reembolsable","151 - Gobierno y sociedad civil, generales","15150 - Participación Democratica y sociedad civil","1 - PROMOCIÓN Y PROTECCIÓN HUMANA","12 - Educación y Cultura","PREVENCIÓN DE VIOLENCIA","Banco Centroamericano de Integración Económica","Comisión Nacional Pro Instalaciones Deportivas y Mejoramiento del Deporte","Gobierno"," "," ","Comisión Nacional Pro Instalaciones Deportivas y Mejoramiento del Deporte","Gobierno",""," ","Sub-national"," - R01 - Valle de Sula
 - R02 - Valle de Comayagua
 - R03 - Occidente
 - R04 - Valle de Lean
 - R05 - Valle de Aguán
 - R06 - Cordillera Nombre de Dios
 - R07 - Norte de olancho
 - R08 - Valles de Olancho
 - R09 - Biosfera Río Plátano
 - R11 - El Paraíso
 - R12 - Región Centro
 - R13 - Golfo de Fonseca
 - R14 - Región Lempa
 - R16 - Región de Santa Bárbara"," - Aguanqueterique
 - Ajuterique
 - Alauca
 - Alianza
 - Alubaren
 - Amapala
 - Apacilagua
 - Arada
 - Aramecina
 - Arenal
 - Arizona
 - Atima
 - Azacualpa
 - Balfate
 - Belén Gualcho
 - Bonito Oriental
 - Cabañas
 - Camasca
 - Campamento
 - Cane
 - Caridad
 - Catacamas
 - Cedros
 - Ceguaca
 - Chinacla
 - Chinda
 - Choloma
 - Choluteca
 - Colomoncagua
 - Comayagua
 - Concepción
 - Concepción [Intibucá]
 - Concepción de Maria
 - Concepción del Norte
 - Concepción del Sur
 - Concordia
 - Copán Ruinas
 - Corquín
 - Cucuyagua
 - Curarén
 - Danlí
 - Distrito Central
 - Dolores
 - Dolores Merendón
 - Dulce Nombre
 - Dulce Nombre de Culmí
 - Duyure
 - El Corpus
 - El Negrito
 - El Níspero
 - El Paraíso
 - El Porvenir
 - El Rosario
 - El Triunfo
 - Esparta
 - Esquipulas del Norte
 - Esquías
 - Florida
 - Fraternidad
 - Goascorán
 - Guaimaca
 - Guajiquiro
 - Gualaco
 - Gualala
 - Guarizama
 - Guata
 - Guayape
 - Güinope
 - Humuya
 - Ilama
 - Intibucá
 - Iriona
 - Jacaleapa
 - Jano
 - Jesús de Otoro
 - Jocón
 - Jutiapa
 - Juticalpa
 - La Ceiba
 - La Encarnación
 - La Esperanza
 - La Jigua
 - La Labor
 - La Libertad
 - La Lima
 - La Masica
 - La Paz
 - La Trinidad
 - La Unión
 - La Venta
 - Lamaní
 - Langue
 - Las Lajas
 - Las Vegas
 - Lauterique
 - Lejamaní
 - Lepaterique
 - Limón
 - Liure
 - Lucerna
 - Macuelizo
 - Magdalena
 - Mangulile
 - Manto
 - Maraita
 - Marale
 - Marcala
 - Marcovia
 - Masaguara
 - Mercedes
 - Mercedes de Oriente
 - Meámbar
 - Minas de Oro
 - Morazán
 - Morocelí
 - Morolica
 - Nacaome
 - Namasigue
 - Naranjito
 - Nueva Arcadia
 - Nueva Armenia
 - Nueva Frontera
 - Nuevo Celilac
 - Ocotepeque
 - Ojojona
 - Ojos de Agua
 - Omoa
 - Opatoro
 - Orica
 - Orocuina
 - Oropolí
 - Patuca
 - Pespire
 - Petoa
 - Pimienta
 - Potrerillos
 - Protección
 - Puerto Cortés
 - Quimistán
 - Reitoca
 - Sabanagrande
 - Sabá
 - Salamá
 - San Agustín
 - San Antonio
 - San Antonio de Cortés
 - San Antonio de Flores
 - San Antonio de Oriente
 - San Antonio del Norte
 - San Buenaventura
 - San Esteban
 - San Fernando
 - San Francisco
 - San Francisco de Becerra
 - San Francisco de Coray
 - San Francisco de La Paz
 - San Francisco de Ojuera
 - San Francisco de Yojoa
 - San Francisco del Valle
 - San Ignacio
 - San Isidro
 - San Jerónimo
 - San Jorge
 - San José
 - San José de Colinas
 - San José de Comayagua
 - San José del Potrero
 - San Juan
 - San Juan de Flores
 - San Juan de Opoa
 - San Lorenzo
 - San Lucas
 - San Luis
 - San Manuel
 - San Marcos
 - San Marcos de Colon
 - San Matías
 - San Miguelito
 - San Nicolás
 - San Pedro Sula
 - San Pedro Zacapa
 - San Pedro de Copán
 - San Pedro de Tutule
 - San Sebastián
 - San Vicente Centenario
 - Santa Ana
 - Santa Ana de Yusguare
 - Santa Bárbara
 - Santa Cruz de Yojoa
 - Santa Elena
 - Santa Fé
 - Santa Lucía
 - Santa María
 - Santa María del Real
 - Santa Rita
 - Santa Rosa de Aguán
 - Santa Rosa de Copán
 - Santiago de Puringla
 - Sensenti
 - Siguatepeque
 - Silca
 - Sinuapa
 - Soledad
 - Sonaguera
 - Sulaco
 - Talanga
 - Tatumbla
 - Taulabé
 - Tela
 - Teupasenti
 - Texiguat
 - Tocoa
 - Trinidad
 - Trinidad de Copán
 - Trojes
 - Trujillo
 - Vado Ancho
 - Valle de Angeles
 - Vallecillo
 - Veracruz
 - Victoria
 - Villa de San Antonio
 - Villa de San Francisco
 - Villanueva
 - Yarula
 - Yauyupe
 - Yocón
 - Yorito
 - Yoro
 - Yuscarán","BIP 4100000100","742624.44"
"87171125259","Mario Zavala (mzavala@seplan.gob.hn)","15/10/2012","Mario Zavala (mzavala@seplan.gob.hn)","24/09/2013","Mejorar las condiciones de vida, producción, productividad y comercialización en las Zonas de Fragilidad Ecológica de la Región del Trifinio, mediante la organización y capacitación de las familias participantes así como la facilitación tanto de la infraestructura productiva , social como de los servicios especializados necesarios, al finalizar la ejecución del proyecto","1606 (Banco Centroamericano de Integración Económica)","1. El Componente de Desarrollo Productivo, Consiste en identificar e impulsar proyectos productivos existente o potenciales en el área de influencia del PRODERT, facilitando los Recursos necesarios para su desarrollo.   2. Componente de Organización y Capacitación: consiste en promover acciones de organización y capacitación de las familias participantes, construyendo espacios que le permitan la realización de acciones mancomunadas, desarrollando conocimiento, habilidades, destrezas que faciliten el logro y sostenibilidad de los  proyectos productivos identificados   3. El Componente Infraestructura Productiva y Social: se brinda a las familias participantes debidamente organizadas, la infraestructura social productiva necesaria para impulsar el desarrollo de sus proyectos productivos.   4. El componente de Servicio de apoyo a la Producción: Está orientado a brindar los servicios especializados requeridos por los proyectos en ejecución para fortalecer la gestión empresarial.","Sector Público","","11/12/2008","11/06/2003","11/06/2003","Organismo Internacional","Multilateral","1606"," - Crédito
 - Donación / No reembolsable","31120 - Desarrollo agrícola"," ","3 - AGROFORESTAL Y TURISMO","31 - Agricultura, Agroindustria y Ganadería"," ","Banco Centroamericano de Integración Económica","Secretaría de Agricultura y Ganadería","Gobierno"," "," "," "," ",""," ","Sub-national"," - R03 - Occidente
 - R14 - Región Lempa"," - Belén Gualcho
 - Cabañas
 - Concepción
 - Concepción [Intibucá]
 - Copán Ruinas
 - Fraternidad
 - La Encarnación
 - La Labor
 - La Unión
 - Lucerna
 - Mercedes
 - San Agustín
 - San Fernando
 - San Francisco del Valle
 - San Jorge
 - San Marcos
 - Sensenti","","9669807.11"
"BCIE004","ATL ATL (atl@amp.org)","20/03/2012","Mario Zavala (mzavala@seplan.gob.hn)","25/09/2013","Promover el desarrollo del país uniendo las rutas CA-5 y CA-1, facilitando una alternativa entre los litorales Atlántico y Pacífico para evitar el paso por Tegucigalpa, con el ahorro en distancia de 100 Km.","1689A (Banco Centroamericano de Integración Económica)","Este proyecto representa una vía alterna significativamente más corta, segura y eficiente para el tránsito de pasajeros y carga nacional e internacional que actualmente se moviliza hacia y desde Puerto Cortés.   El Prestatario tiene la intencion de desarrollar un proyecto que se describe así: Interconector Corredores Atlántico - Pacífico: Villa San Antonio - Goascorán, I Etapa, las secciones I-A Y I-B, el rubro de la supervición de las secciones I-A, I-B, II, III y los estudios necesarios para vializar el esquema de concesión de obra para la sección II y III.","Sector Público","","21/02/2012","03/07/2008","03/07/2008","Organismo Internacional","Multilateral"," ","Crédito","21020 - Transporte de camino"," ","2 - COMUNICACIONES Y ENERGÍA","21 - Vialidad"," ","Banco Centroamericano de Integración Económica","Secretaría de Obras Públicas, Transporte y Vivienda","Gobierno"," "," "," "," ",""," ","Sub-national"," - R02 - Valle de Comayagua
 - R13 - Golfo de Fonseca"," - Goascorán
 - Villa de San Antonio","","64297209.57"
