"Project_ID","PROYECTO","OBJETIVO","MODALIDAD","ENTIDADES RESPONSABLES","MONEDA","APORTE NACIONAL","APORTE INTERNACIONAL","BENEFICIARIOS","TERRITORIOS","MUNICIPIOS","TIPO DE COOPERACION"
"COL191","Mejora de las condiciones de salud de la poblaci?n afectada por el conflicto armado en los Departamentos de C?rdoba y Putumayo, Colombia","Se ha contribuido a la mejora de las condiciones de salud de la población vulnerable afectada por el conflicto armado en los Departamento de Córdoba y Putumayo, Colombia","Cooperación Técnica","ACH - ACCION CONTRA EL HAMBRE","US Dolar","0","500.000,00","VICTIMAS DE LA VIOLENCIA","CÓRDOBA, PUTUMAYO","VALENCIA, PUERTO ASIS, PUERTO LEGUIZAMO, MONTELIBANO, VALLE DEL GUAMUEZ, LA APARTADA, TIERRALTA, PUERTO LIBERTADOR, SAN MIGUEL, BUENAVISTA","BILATERALES"
"COL192","Mines Action Canada - Pasant?as Internacionales 2011-2014","Apoyar el desarrollo de cooperación internacional a través de pasantías.","Cooperación Técnica","NO ESPECIFICA","US Dolar","0","45.000,00","POBLACIÓN EN GENERAL","BOGOTÁ D.C., ANTIOQUIA","","BILATERALES"
"COL193","Las comunidades ind?genas y afrocolombianas del Choc? promueven su seguridad alimentaria y nutricional?.","La seguridad alimentaria y nutricional de comunidades indígenas y afrocolombianas seleccionadas en el Departamento del Chocó se ha mejorado, con acciones integrales dirigidas a niños y niñas hasta de cinco años de edad con énfasis en menores de dos años, mujeres gestantes y madres en lactancia promoviendo el respeto, protección y garantía de los derechos sociales, culturales y económicos en especial el derecho a la alimentación.","Cooperación Técnica","AGENCIA DEL SISTEMA DE NACIONES UNIDAS PARA LA AGRICULTURA Y LA ALIMENTACION - FAO, PROGRAMA DE LAS NACIONES UNIDAS PARA EL DESARROLLO - PNUD-PROGRAMA DE LAS NACIONES UNIDAS - UNDP, PROGRAMA MUNDIAL DE ALIMENTOS - PMA, FONDO DE NACIONES UNIDAS PARA LA INFANCIA - UNICEF","US Dolar","0","7.499.883,00","INFANCIA Y ADOLESCENCIA","CHOCÓ","MEDIO SAN JUAN, EL CARMEN DE ATRATO, EL LITORAL DEL SAN JUAN, SIPI, MEDIO ATRATO, NOVITA, QUIBDO, ITSMINA, TADO, RIO QUITO","BILATERALES"
"COL194","Apoyo a la Red Pisc?cola de Bol?var para la consolidaci?n de una cadena productiva que garantice la seguridad alimentaria y la generaci?n de ingresos. Fase II","Optimizar los sistemas de producción y comercialización de la Red Piscícola, enfatizando en los aspectos organizativos, calidad del producto y medioambiente","Cooperación Financiera","CORP. DESARROLLO SOLIDARIO - CDS","US Dolar","0","309.985,00","POBLACIÓN EN GENERAL","BOLIVAR","MAHATES, MARIA LA BAJA","BILATERALES"
"COL195","Mejora de las Capacidades T?cnicas del Sistema de Parques Nacionales Naturales de Colombia","Mejora de las Capacidades Técnicas del Sistema de Parques Nacionales Naturales de Colombia","Cooperación Técnica","UNIDAD ADMINISTRATIVA ESPECIAL DEL SISTEMA DE PARQUES NACIONALES NATURALES - UAESPNN","US Dolar","0","650.000,00","INSTITUCIONES","AMBITO NACIONAL","AMBITO NACIONAL","BILATERALES"
"COL196","Construcci?n participativa de una propuesta de Desarrollo Territorial con perspectiva alimentaria en 12 municipios del Departamento del Cesar","Construir, participativamente y con perspectiva alimentaria, una alternativa de Desarrollo Territorial para el sur del Cesar con el fin de favorecer la inclusión social de los habitantes y crear condiciones para una paz sostenible en la región.","Cooperación Financiera","NO ESPECIFICA","US Dolar","145.700,00","1.233.700,00","POBLACIÓN EN GENERAL","CESAR","GONZALEZ, PELAYA, AGUACHICA, LA GLORIA, SAN MARTIN, PAILITAS, ASTREA, CHIMICHAGUA, SAN ALBERTO, GAMARRA, TAMALAMEQUE, RIO DE ORO","BILATERALES"
"COL197","Programa forestal silvicultura como alternativa de producci?n en la zona marginal de la regi?n CORPORACION ANDINA DE FOMENTO - CAFetera - rio magdalena fase III","FORTALECER LA CONFORMACIÓN DE NUCLEOS DE PRODUCCIÓN DE MADERA DE ÑAS AREAS DE INFLUENCIA DEL PROYECTO SILVICULTURA COMO ALTERNATIVA DE PRODUCCIÓN EN LA REGIÓN CORPORACION ANDINA DE FOMENTO - CAFETERA, CONTRIBUYENDO A LA CONSOLIDACIÓN DEL USO FORESTAL PRODUCTIVO Y LA GENERACIÓN DE EMPLEO E INGRESOS QUE MEJOREN LAS CONDICIONES DE VIDA DE LA POBLACIÓN RURAL","Cooperación Financiera","FEDERECIÓN NACIONAL DE CORPORACION ANDINA DE FOMENTO - CAFETEROS","US Dolar","1.562.500,00","895.584,75","CAMPESINOS","SANTANDER, CALDAS, RISARALDA, HUILA, ANTIOQUIA, CUNDINAMARCA, TOLIMA, CAUCA","","BILATERALES"
"COL198","BIO-REDD","El proposito de esta iniciativa es apoyar los esfuerzos del gobierno colombiano en materia de mitigación y adaptación al cambio climático, preservando la biodiversidad y promoviendo el crecimiento económico.","Cooperación Técnica","USAID","US Dolar","0","3.979.318,57","INSTITUCIONES","BOGOTÁ D.C., ANTIOQUIA, BOLIVAR, VALLE DEL CAUCA, CAUCA, NARIÑO, CHOCÓ","","BILATERALES"
"COL199","Programa de Conservaci?n de Paisajes","Preservación de los recursos naturales en las áreas protegidas.","Cooperación Técnica","USAID","US Dolar","2.900.000,00","11.600.000,00","INSTITUCIONES","AMBITO NACIONAL","","BILATERALES"
"COL200","Logro de las prioridades del desarrollo urbano sostenible","Prestar asistencia técnica a 4 ciudades colombianas en temas de economía urbana, planificación urbana y legislación urbana","Cooperación Técnica","HABITAT","US Dolar","600.000,00","250.000,00","POBLACIÓN EN GENERAL","CALDAS, BOGOTÁ D.C., MAGDALENA, ANTIOQUIA","SANTA MARTA, MANIZALES, MEDELLIN","BILATERALES"
"COL201","Mujer, paz y seguridad: di?logos inimaginables, di?logos posibles","El país tiene a su disposición una nueva forma de entender la construcción de paz, gracias a la labor de diálogo intersectorial protagonizada por las mujeres.","Cooperación Técnica","CORP. DE INVESTIGACIÓN Y ACCIÓN SOCIAL Y ECONÓMICA - CIASE","US Dolar","0","369.200,00","MUJERES","AMBITO NACIONAL","","BILATERALES"
"COL202","Fase Implementaci?n BioCAN","El Objetivo específico del programa BioCAN es mejorar la capacidad de los actores de la gestión de la biodiversidad en la Región Andino-Amazónica Tropical para implementar el Convenio sobre Diversidad Biológica y la Estrategia Regional de Biodiversidad, con énfasis en la utilización de la tecnología de información, en la gestión de los recursos de la biodiversidad y la planificación del uso de la tierra.","Cooperación Técnica","COMUNIDAD ANDINA - CAN","US Dolar","0","1.584.375,00","INSTITUCIONES","AMBITO NACIONAL","AMBITO NACIONAL","BILATERALES"
"COL203","Conservaci?n de la biodiversidad y las fuentes de agua en la cuenca del Amazonas: r?os Orito, Mocoa, Guineo y Orteguaza","Promover las conservación de los ecosistemas a través del mejoramiento del manejo de las cuencas en la Amazonía Colombiana","Cooperación Cultural","SINCHI, CONSERVACIÓN INTERNACIONAL","US Dolar","115.588,00","841.162,00","INDIGENAS","CAQUETÁ, PUTUMAYO","MOCOA, ORITO","BILATERALES"
"COL204","Alianza por la calidad de vida y la sostenibilidad de la amazon?a colombiana - Amazonas 2030","Construcción de un nuevo paradigma de desarrrollo para la Amazonía colombiana, basado en sus potencialidades ambientales y socioculturales, para garantizar la sostenibilidad de la región hacia el 2030.","Cooperación Técnica","FUNDACION ETNOLLANO","US Dolar","0","1.155.834,00","ORGANIZACIONES SOCIALES, INSTITUCIONES, POBLACIÓN EN GENERAL","AMAZONAS","","BILATERALES"
"COL205","Mineria de Oro a peque?a escala","Investigar como se puede resolver los conflictos causados por la mineria de oro a pequeña escala.","Cooperación Técnica","EMBAJADA DEL REINO PAISES BAJOS","US Dolar","0","233.793,00","POBLACIÓN EN GENERAL","AMAZONAS","","BILATERALES"
"COL206","Incentivos a la conservaci?n para el manejo del territorio y la mitigaci?n de conflictos socio ambientales","Consolidar procesos de planeación y ordenamiento del territorio de departamentos y áreas locales, mediante la estructuración de un componente de pagos por servicios ambientales y otros esquemas de incentivos o compensación para la conservación de la biodiversidad y de las áreas protegidas, dentro de la estrategia financiera del Sistema de Areas Protegidas-SINAP","Cooperación Financiera","PATRIMONIO NATURAL FONDO PARA LA BIODIVERSIDAD Y AREAS PROTEGIDAS","US Dolar","0","5.105.640,00","POBLACIÓN EN GENERAL","AMBITO NACIONAL","","BILATERALES"
"COL207","Gesti?n Forestal Sostible - Programa en la Regi?n Andina","Gestión Forestal Sostible - Programa en la Región Andina","Cooperación Técnica","INST. INTERAMERICANO DE COOPERACIÓN PARA LA AGRICULTURA - IICA","US Dolar","0","2.730.000,00","INSTITUCIONES","AMBITO NACIONAL","AMBITO NACIONAL","BILATERALES"
"COL208","Establecimiento de sistemas de garant?a de legalidad a partir de la Certificaci?n de Sostenibilidad para la Producci?n Forestal y para la cadena de custodia con PYMES en Colombia","Promover el establecimiento de sistemas de garantía de legalidad a través de la certificación ambiental para la Producción Forestal en Colombia, en forma de certificación forestal y certificación de cadena de custodia principalmente.","Cooperación Financiera","FUNDACION NATURA","US Dolar","0","55.699,83","POBLACIÓN EN GENERAL","CAQUETÁ, SANTANDER, GUAVIARE, VICHADA, HUILA, ARAUCA, PUTUMAYO, META, TOLIMA, CASANARE, GUAINÍA, BOYACÁ","","BILATERALES"
"COL209","Estudio sobre la sostenibilidad de los medios de vida de las poblaciones locales que habitan o utilizan directamente los p?ramos y su relaci?n con la sostenibilidad del uso de ?stos ecosistemas.","Mejorar la calidad de vida de la población y reducir la vulnerabilidad de las comunidades como aporte al cumplimiento de los Objetivos de Desarrollo del Milenio, en especial los relacionados con reducción de pobreza y sostenibilidad ambiental","Cooperación Financiera","CRUZ ROJA HOLANDESA - CRH","US Dolar","618.850,00","910.000,00","POBLACIÓN EN GENERAL","CESAR","VALLEDUPAR, CURUMANI","BILATERALES"
"COL210","Fortalecimiento y acciones de prevenci?n de desplazamiento forzado y protecci?n de derechos de personas desplazadas y/o en riesgo de desplazamiento en Colombia.","Fortalecer la protección de los derechos de las personas desplazadas y/o en riesgo de desplazamiento prestando especial atención a la situación humanitaria en las zonas de conflicto del país.","Cooperación Técnica","AGENCIA DE LA ONU PARA LOS REFUGIADOS - ACNUR","US Dolar","0","325.000,00","INDIGENAS, POBLACIÓN DESPLAZADA","ANTIOQUIA, VALLE DEL CAUCA, CHOCÓ, NARIÑO","BUENAVENTURA, MEDIO SAN JUAN, BOJAYA, PASTO, ACANDI, TURBO, RIOSUCIO, RICAURTE, CHIGORODO, QUIBDO, APARTADO, BARBACOAS","BILATERALES"
"COL211","Posicionamiento de la Gobernanza Forestal en Colombia FLEGT","Se consolida la gobernanza forestal en tres regiones del país, con la participación de la sociedad civil, población indígena, afrocolombiana y campesina e instituciones públicas y privadas, relacionadas con la aplicación de la legislación y el comercio forestal, mejorando su nivel de incidencia en la reducción de la ilegalidad y la promoción de la gestión forestal sostenible.","Cooperación Financiera","CORP. AUTONOMA REGIONAL DE RISARALDA - CARDER","US Dolar","332.759,00","237.900,00","INSTITUCIONES, AFROCOLOMBIANOS, INDIGENAS, POBLACIÓN EN GENERAL","NORTE DE SANTANDER, CALDAS, RISARALDA, ANTIOQUIA, VALLE DEL CAUCA, QUINDÍO, TOLIMA, NARIÑO, CAUCA, CHOCÓ","","BILATERALES"
"COL212","Fortalecimiento institucional del IDEAM para reducir los efectos perjudiciales deBANCO INTERAMERICANO DE DESARROLO - BIDo al cambio clim?tico y condiciones meteorol?gicas extremas en Colombia","Fortalecimiento institucional del IDEAM para reducir los efectos perjudiciales deBANCO INTERAMERICANO DE DESARROLO - BIDo al cambio climático y condiciones meteorológicas extremas en Colombia","Cooperación Técnica","INST. DE HIDROLOGÍA, METEOROLOGÍA Y ESTUDIOS AMBIENTALES - IDEAM","US Dolar","0","325.000,00","INSTITUCIONES","AMBITO NACIONAL","","BILATERALES"
"COL213","Medio Ambiente Mundial","Implementación de las prioridades y acuerdos ambientales en países en desarrollo.","Cooperación Técnica","NO ESPECIFICA","US Dolar","0","5.414.250,00","POBLACIÓN EN GENERAL","AMBITO NACIONAL","","BILATERALES"
"COL214","Conserva Colombia","Apoyar al Gobierno Colombiano y a la Sociedad Civil en incrementar la cobertura y representatividad del Sistema Nacional de Areas Protegidas.","Cooperación Técnica","USAID","US Dolar","45.625,00","182.500,00","INSTITUCIONES","ATLÁNTICO, BOLIVAR, LA GUAJIRA, VALLE DEL CAUCA","","BILATERALES"
"COL215","Proyecto de Energ?a Limpia para Colombia","El proyecto busca incrementar el acceso a fuentes de energía renovable y a prácticas energéticas eficientes.","Cooperación Técnica","USAID","US Dolar","1.165.931,00","4.663.722,50","INSTITUCIONES","CÓRDOBA, AMBITO NACIONAL, ANTIOQUIA, LA GUAJIRA","","BILATERALES"
"COL216","Energ?a y Medio Ambiente. Programa de la Regi?n Andina","Energía y Medio Ambiente. Programa de la Región Andina","Cooperación Técnica","INST. INTERAMERICANO DE COOPERACIÓN PARA LA AGRICULTURA - IICA","US Dolar","0","1.170.000,00","INSTITUCIONES","AMBITO NACIONAL","AMBITO NACIONAL","BILATERALES"
"COL217","Cooperaci?n Finlandes","Fortalecer la pesca artesanal responsable, el uso sostenible de los recursos pesqueros, el desarrollo socioeconómico y la capacidad organizativa de los pescadores y trabajadores de la pesca del la región norte del Pacífico colombiano.","Cooperación Financiera","FUNDACION MALPELO","US Dolar","0","78.000,00","POBLACIÓN EN GENERAL","VALLE DEL CAUCA","BUENAVENTURA","BILATERALES"
"COL218","Whitley","Aumentar el conocimiento de la ecología y estado poblacional de los tiburones martillo (Sphyrna lewini) y fortalecer los procesos de manejo de este recurso en la región del Pacífico colombiano.","Cooperación Científica y Tecnológica","FUNDACION MALPELO","US Dolar","0","60.000,00","POBLACIÓN EN GENERAL","VALLE DEL CAUCA","BUENAVENTURA","BILATERALES"
"COL219","Apoyo a las actividades del CICR en Colombia. 2012","Asistencia y protección a las víctimas del conflicto armado en Colombia","Cooperación Técnica","COMITÉ INTERNACIONAL DE LA CRUZ ROJA","US Dolar","0","650.000,00","VICTIMAS DE LA VIOLENCIA","AMBITO NACIONAL","","BILATERALES"
"COL220","Las áreas marino costeras como estrategia regional para la gestión y conservación del recurso pesquero en el litoral Caribe colombiano y Pacífico Sur (Panamá-Colombia-Costa Rica-Ecuador), y el mejoramiento de las condiciones de vida de las comunidades localesPrograma temático para el medio ambiente y la gestión sostenible de los recursos naturales, incluida la energía","Disminuir la presión sobre los recursos hidrobiológicos y pesqueros en las áreas protegidas marino costeras y sus zonas adyacentes del Caribe colombiano y Pacífico Sur (Panamá-Colombia-Costa Rica-Ecuador), a través de procesos de gestión y conservación del recurso pesquero y promover beneficios socioeconómicos y el mejoramiento de las condiciones de vida de los pobladores locales.","Cooperación Técnica","PATRIMONIO NATURAL FONDO PARA LA BIODIVERSIDAD Y AREAS PROTEGIDAS","US Dolar","65.000,00","260.000,00","POBLACIÓN EN GENERAL","MAGDALENA, BOLIVAR, VALLE DEL CAUCA, CAUCA, CHOCÓ, NARIÑO","","BILATERALES"
"COL221","Iniciativa de Monitoreo de Cuencas","Apoyar el Sistema Nacional de Cambio Climático y particularmente el Plan Nacional de Adaptación al Cambio Climático.","Cooperación Técnica","USAID","US Dolar","350.000,00","1.500.000,00","INSTITUCIONES","AMBITO NACIONAL","","BILATERALES"
"COL222","Desarrollo de un programa de capacitaci?n cient?fico-t?cnica y fortalecimiento de un laboratorio medioambiental para mejorar la gesti?n de la calidad de las aguas en r?os colombianos altamente contaminados. PCI 2011","Se requiere del diseño óptimo de una red de control de sustancias peligrosas, que pueda ser posteriormente gestionado por agencias de protección ambiental locales.","Cooperación Técnica","U. JAVERIANA","US Dolar","0","108.030,00","INSTITUCIONES","AMBITO NACIONAL","","BILATERALES"
"COL223","Proyecto Piloto de Implementaci?n de la Pol?tica para la Gesti?n Integral del Recurso H?drico","Implementación y retroalimentación del componente de planificación de la Política Nacional para la Gestion Integral del Recurso Hídrico a través de la formulación y/o ajuste de cuatro Planes de Ordenación y Manejo de Cuencas y la ejecución de medidas de administración del recurso hídrico como medidas de prevención contra los efectos del cambio climático en concordancia con el nuevo marco normativo, con el acompañamieto de ASOCARS y en coordinación con MAVDT","Cooperación Técnica","ASOC. DE CORPORACIONES AUTÓNOMAS REGIONALES Y DE DESARROLLO SOSTENIBLE - ASOCARS-","US Dolar","0","3.292.903,00","INSTITUCIONES, POBLACIÓN EN GENERAL","AMBITO NACIONAL","AMBITO NACIONAL","BILATERALES"
